Employee_ID,Job_Satisfaction,Work_Life_Balance,Management_Support,Career_Development,Engagement_Level,Feedback_Comments
E15373,3.3,3.2,3.6,3.4,3.4,Could use more clarity on promotion criteria.
E15374,4.6,2.7,4.2,4.2,4.1,Strong leadership and clear direction from management.
E15375,4.4,3.2,3.8,4.6,4.3,Excellent team culture and flexible hours.
E15376,4.3,2.8,3.5,3.5,3.5,"Job is fine, but looking to grow further."
E15377,3.6,3.4,3.3,3.3,3.5,"Job is fine, but looking to grow further."
E15378,4.5,1.9,3.8,3.6,3.7,Workload is sometimes heavy but manageable.
E15379,4.9,3.1,3.5,3.6,3.7,Work is okay but growth opportunities are limited.
E15380,5.0,2.3,4.1,3.2,3.9,Great work environment with strong mentorship.
E15381,3.9,2.5,3.4,3.3,3.4,Salary is decent but bonuses could be better.
E15382,3.8,3.3,3.7,3.6,3.8,Great work environment with strong mentorship.
E15383,2.3,2.3,3.3,3.1,2.9,Workload is sometimes heavy but manageable.
E15384,5.0,2.8,4.2,4.2,4.2,Management is supportive and career growth is clear.
E15385,5.0,3.4,3.2,4.7,4.2,Management is supportive and career growth is clear.
E15386,3.6,4.0,3.5,3.8,3.7,Salary is decent but bonuses could be better.
E15387,4.2,3.1,3.5,3.2,3.7,Management communication can improve significantly.
E15388,3.5,2.6,3.4,2.9,2.9,Reasonable work-life balance most of the time.
E15389,4.9,3.7,3.3,3.7,3.9,Compensation is competitive and I feel valued.
E15390,3.5,3.7,2.8,4.3,3.7,Salary is decent but bonuses could be better.
E15391,4.4,2.1,4.3,3.8,3.6,Management communication can improve significantly.
E15392,5.0,3.0,3.9,4.3,4.2,"Very happy with my role, learning a lot every day."
E15393,4.8,3.9,3.6,3.9,4.3,"Very happy with my role, learning a lot every day."
E15394,4.2,3.4,4.3,3.2,3.7,Could use more clarity on promotion criteria.
E15395,4.1,2.6,3.5,3.6,3.6,Salary is decent but bonuses could be better.
E15396,5.0,3.6,3.8,3.5,4.0,Work-life balance is great and the team is collaborative.
E15397,4.8,2.8,4.2,3.8,3.8,"Very happy with my role, learning a lot every day."
E15398,4.8,3.5,3.5,3.5,3.9,Feel recognised for my contributions regularly.
E15399,3.5,3.2,2.6,3.6,3.1,Some processes feel outdated but the team is good.
E15400,3.9,4.0,3.6,4.1,3.9,"Very happy with my role, learning a lot every day."
E15401,3.8,2.6,3.6,2.2,3.1,Management communication can improve significantly.
E15402,3.4,2.4,2.5,2.9,3.0,Salary is decent but bonuses could be better.
E15403,2.7,2.7,3.0,2.5,3.0,"Job is fine, but looking to grow further."
E15404,2.4,3.4,3.4,3.0,2.9,Work is okay but growth opportunities are limited.
E15405,4.1,1.8,3.3,2.8,2.8,Reasonable work-life balance most of the time.
E15406,3.1,1.6,3.3,2.5,2.7,Very little recognition for the amount of work done.
E15407,4.9,2.5,3.7,3.0,3.8,Strong leadership and clear direction from management.
E15408,3.7,3.4,3.8,3.4,3.3,Work is okay but growth opportunities are limited.
E15409,3.5,2.5,3.6,3.1,3.4,"Job is fine, but looking to grow further."
E15410,4.0,3.2,4.1,3.9,3.7,"Job is fine, but looking to grow further."
E15411,5.0,3.2,3.7,3.4,3.9,Compensation is competitive and I feel valued.
E15412,3.2,3.4,2.5,2.8,3.0,Could use more clarity on promotion criteria.
E15413,4.4,3.9,3.4,3.6,3.9,Management is supportive and career growth is clear.
E15414,4.7,2.6,4.2,4.3,4.1,Work-life balance is great and the team is collaborative.
E15415,5.0,2.0,4.8,4.9,4.4,Excellent team culture and flexible hours.
E15416,4.0,2.9,3.5,3.1,3.7,Reasonable work-life balance most of the time.
E15417,2.5,3.1,2.2,3.2,2.5,Management does not listen to employee feedback.
E15418,3.6,2.0,3.3,3.0,3.0,Could use more clarity on promotion criteria.
E15419,4.0,3.3,3.8,3.4,3.8,Management is supportive and career growth is clear.
E15420,4.1,2.0,3.1,4.0,3.5,Management communication can improve significantly.
E15421,3.9,3.0,3.4,4.8,3.9,Feel recognised for my contributions regularly.
E15422,4.5,2.8,3.8,3.9,3.6,Workload is sometimes heavy but manageable.
E15423,4.2,2.3,2.7,3.6,3.0,Salary is decent but bonuses could be better.
E15424,4.9,2.9,4.0,3.7,3.9,Work-life balance is great and the team is collaborative.
E15425,4.5,3.6,3.8,4.2,4.2,"Very happy with my role, learning a lot every day."
E15426,5.0,2.7,3.5,3.4,3.5,Salary is decent but bonuses could be better.
E15427,3.4,3.6,2.5,3.2,3.3,Work is okay but growth opportunities are limited.
E15428,2.9,2.2,2.4,3.1,2.8,Salary is decent but bonuses could be better.
E15429,3.0,3.1,3.5,3.9,3.3,Salary is decent but bonuses could be better.
E15430,4.0,3.2,3.5,3.8,3.6,"Job is fine, but looking to grow further."
E15431,4.9,3.4,3.3,4.1,4.1,Work-life balance is great and the team is collaborative.
E15432,4.9,2.8,3.8,3.9,4.1,Great work environment with strong mentorship.
E15433,4.5,2.9,3.0,4.1,3.9,Work-life balance is great and the team is collaborative.
E15434,5.0,2.6,4.8,4.3,4.4,Compensation is competitive and I feel valued.
E15435,3.7,2.6,3.2,4.1,3.4,Work is okay but growth opportunities are limited.
E15436,4.3,3.2,3.6,3.0,3.3,Work is okay but growth opportunities are limited.
E15437,4.0,3.3,2.8,5.0,3.8,Feel recognised for my contributions regularly.
E15438,4.7,2.4,4.0,3.9,3.9,"Very happy with my role, learning a lot every day."
E15439,3.4,2.7,2.9,3.8,3.3,Management communication can improve significantly.
E15440,4.3,3.2,3.3,3.5,3.5,Some processes feel outdated but the team is good.
E15441,3.9,3.2,3.5,3.3,3.4,Reasonable work-life balance most of the time.
E15442,3.3,3.7,3.3,3.4,3.7,Work is okay but growth opportunities are limited.
E15443,4.3,1.9,3.6,4.2,3.8,Work-life balance is great and the team is collaborative.
E15444,2.6,3.1,3.3,2.9,3.1,Could use more clarity on promotion criteria.
E15445,5.0,2.7,4.5,5.0,4.4,Feel recognised for my contributions regularly.
E15446,5.0,2.5,3.6,4.8,4.1,Feel recognised for my contributions regularly.
E15447,4.4,2.7,3.4,3.3,3.6,Salary is decent but bonuses could be better.
E15448,3.6,3.9,3.5,3.5,3.8,Excellent team culture and flexible hours.
E15449,4.1,3.6,3.3,2.7,3.4,Work is okay but growth opportunities are limited.
E15450,4.7,2.9,3.7,3.6,3.8,Feel recognised for my contributions regularly.
E15451,3.2,1.6,3.3,3.4,3.2,Could use more clarity on promotion criteria.
E15452,3.2,2.3,3.0,3.5,3.2,Salary is decent but bonuses could be better.
E15453,4.3,3.0,3.1,3.9,3.7,Some processes feel outdated but the team is good.
E15454,4.3,2.9,3.3,4.0,3.6,Some processes feel outdated but the team is good.
E15455,4.0,2.4,3.3,3.6,3.5,"Job is fine, but looking to grow further."
E15456,4.8,3.0,3.7,4.6,4.0,Feel recognised for my contributions regularly.
E15457,4.9,1.5,3.5,3.6,3.5,Work is okay but growth opportunities are limited.
E15458,3.6,3.2,3.3,3.1,3.5,Salary is decent but bonuses could be better.
E15459,4.6,2.4,3.7,2.9,3.7,Some processes feel outdated but the team is good.
E15460,3.7,2.5,3.4,2.6,3.1,Some processes feel outdated but the team is good.
E15461,3.5,3.0,2.8,4.2,3.6,Salary is decent but bonuses could be better.
E15462,3.8,2.7,3.1,3.8,3.3,Could use more clarity on promotion criteria.
E15463,4.9,3.1,3.4,4.7,4.3,"Very happy with my role, learning a lot every day."
E15464,4.1,1.5,2.9,3.2,3.1,Workload is sometimes heavy but manageable.
E15465,4.1,2.3,2.7,4.0,3.4,Management communication can improve significantly.
E15466,4.6,2.8,3.9,4.1,3.8,Great work environment with strong mentorship.
E15467,4.6,2.7,3.4,3.2,3.4,Reasonable work-life balance most of the time.
E15468,4.9,3.0,4.0,5.0,4.1,Excellent team culture and flexible hours.
E15469,4.2,2.6,4.5,4.0,3.7,"Job is fine, but looking to grow further."
E15470,2.5,3.7,2.1,2.9,2.3,Very little recognition for the amount of work done.
E15471,4.2,3.3,4.1,4.2,3.8,Management is supportive and career growth is clear.
E15472,4.3,1.2,3.6,2.3,3.0,Some processes feel outdated but the team is good.
E15473,5.0,2.2,3.8,3.7,4.1,Work-life balance is great and the team is collaborative.
E15474,4.2,3.4,3.8,3.3,3.8,Management is supportive and career growth is clear.
E15475,5.0,2.3,4.1,4.0,4.1,Work-life balance is great and the team is collaborative.
E15476,3.9,3.4,3.8,4.1,3.9,Excellent team culture and flexible hours.
E15477,3.7,2.3,3.0,2.1,2.9,Management communication can improve significantly.
E15478,4.0,2.8,3.0,3.2,3.3,Work is okay but growth opportunities are limited.
E15479,3.7,3.1,3.1,4.3,3.8,Excellent team culture and flexible hours.
E15480,3.9,2.8,3.0,3.9,3.6,Work is okay but growth opportunities are limited.
E15481,5.0,2.8,3.6,4.1,3.9,Excellent team culture and flexible hours.
E15482,4.7,3.1,3.9,3.8,4.1,Work-life balance is great and the team is collaborative.
E15483,3.4,4.1,3.2,2.5,3.2,Reasonable work-life balance most of the time.
E15484,5.0,3.2,3.3,4.0,4.0,Management is supportive and career growth is clear.
E15485,2.8,2.9,2.8,2.9,2.8,"Job is fine, but looking to grow further."
E15486,4.0,3.1,4.1,2.6,3.5,Could use more clarity on promotion criteria.
E15487,3.7,2.7,3.1,2.0,2.9,Could use more clarity on promotion criteria.
E15488,4.3,3.6,3.8,3.6,4.0,Great work environment with strong mentorship.
E15489,3.2,3.0,3.3,3.5,3.2,Work is okay but growth opportunities are limited.
E15490,3.7,2.6,4.6,3.1,3.8,Strong leadership and clear direction from management.
E15491,4.8,3.7,3.5,4.4,4.0,Great work environment with strong mentorship.
E15492,4.0,2.9,2.9,3.6,3.6,Some processes feel outdated but the team is good.
E15493,5.0,2.8,3.8,3.8,4.1,Great work environment with strong mentorship.
E15494,4.7,2.9,4.0,3.3,3.8,Feel recognised for my contributions regularly.
E15495,4.4,3.1,4.2,2.6,3.8,Management is supportive and career growth is clear.
E15496,2.9,3.0,2.4,3.8,3.1,Workload is sometimes heavy but manageable.
E15497,3.9,2.9,4.7,3.2,3.6,Could use more clarity on promotion criteria.
E15498,4.7,3.0,3.6,4.2,4.0,Compensation is competitive and I feel valued.
E15499,4.8,3.3,4.0,3.7,4.1,Excellent team culture and flexible hours.
E15500,4.8,2.5,4.0,2.9,3.5,Salary is decent but bonuses could be better.
E15501,4.7,2.8,4.2,2.9,3.5,Work is okay but growth opportunities are limited.
E15502,5.0,2.8,4.7,3.7,4.1,Compensation is competitive and I feel valued.
E15503,4.2,2.0,3.7,4.1,3.8,Work-life balance is great and the team is collaborative.
E15504,4.5,3.5,3.9,3.6,3.9,Great work environment with strong mentorship.
E15505,3.3,3.0,3.3,3.6,3.2,Could use more clarity on promotion criteria.
E15506,4.4,3.7,3.0,3.8,3.7,Work is okay but growth opportunities are limited.
E15507,3.9,3.2,4.1,3.9,3.9,Excellent team culture and flexible hours.
E15508,3.5,2.8,3.4,3.0,3.1,Management communication can improve significantly.
E15509,4.8,2.4,4.2,4.1,4.2,Great work environment with strong mentorship.
E15510,4.1,3.1,3.9,3.0,3.7,Management communication can improve significantly.
E15511,4.6,2.1,3.9,3.9,3.9,Great work environment with strong mentorship.
E15512,3.8,3.1,2.7,2.2,3.3,"Job is fine, but looking to grow further."
E15513,4.9,1.9,4.3,3.6,3.7,Salary is decent but bonuses could be better.
E15514,4.1,3.3,2.9,3.6,3.5,Could use more clarity on promotion criteria.
E15515,5.0,3.0,3.9,4.8,4.1,Compensation is competitive and I feel valued.
E15516,4.7,3.1,3.8,3.6,3.9,Management is supportive and career growth is clear.
E15517,4.7,3.2,4.0,4.1,4.0,Management is supportive and career growth is clear.
E15518,2.8,3.1,3.1,4.0,3.2,Salary is decent but bonuses could be better.
E15519,5.0,2.5,4.3,2.8,3.7,Could use more clarity on promotion criteria.
E15520,5.0,3.0,3.9,3.5,3.8,Excellent team culture and flexible hours.
E15521,5.0,3.3,3.8,4.0,4.2,Management is supportive and career growth is clear.
E15522,4.7,2.9,3.4,4.2,3.7,Workload is sometimes heavy but manageable.
E15523,4.0,2.8,4.1,3.3,3.5,Reasonable work-life balance most of the time.
E15524,4.6,2.9,4.0,3.7,3.9,Strong leadership and clear direction from management.
E15525,4.6,3.2,3.7,3.1,3.7,Reasonable work-life balance most of the time.
E15526,5.0,3.4,3.7,4.9,4.6,Strong leadership and clear direction from management.
E15527,3.9,3.3,2.8,3.9,3.6,Salary is decent but bonuses could be better.
E15528,5.0,2.5,4.2,4.8,4.2,Compensation is competitive and I feel valued.
E15529,3.5,3.1,3.3,3.2,3.2,Some processes feel outdated but the team is good.
E15530,4.2,2.4,3.8,4.2,3.6,Workload is sometimes heavy but manageable.
E15531,4.1,2.5,4.5,3.3,3.4,Work is okay but growth opportunities are limited.
E15532,4.5,2.0,3.5,3.6,3.8,Compensation is competitive and I feel valued.
E15533,4.1,3.8,3.6,2.8,3.5,Some processes feel outdated but the team is good.
E15534,4.7,3.1,3.2,4.3,3.9,Management is supportive and career growth is clear.
E15535,4.3,2.4,3.5,4.3,3.6,Salary is decent but bonuses could be better.
E15536,5.0,2.2,3.5,4.2,4.0,"Very happy with my role, learning a lot every day."
E15537,5.0,2.5,4.4,4.1,4.1,Compensation is competitive and I feel valued.
E15538,5.0,2.2,4.6,4.7,4.3,Feel recognised for my contributions regularly.
E15539,4.7,3.6,4.3,3.8,4.1,Compensation is competitive and I feel valued.
E15540,4.9,3.9,3.2,3.8,3.6,Some processes feel outdated but the team is good.
E15541,5.0,2.1,4.5,3.8,4.0,Compensation is competitive and I feel valued.
E15542,3.8,3.4,3.2,4.2,3.6,Could use more clarity on promotion criteria.
E15543,5.0,3.2,3.9,4.2,4.2,Excellent team culture and flexible hours.
E15544,4.6,3.1,3.9,4.1,4.0,Great work environment with strong mentorship.
E15545,5.0,3.4,3.5,4.6,4.2,Compensation is competitive and I feel valued.
E15546,4.8,3.8,3.2,4.5,4.1,Management is supportive and career growth is clear.
E15547,4.0,3.4,3.5,4.5,3.9,Feel recognised for my contributions regularly.
E15548,5.0,2.7,3.4,5.0,4.1,Compensation is competitive and I feel valued.
E15549,3.1,3.0,3.4,3.5,3.2,Work is okay but growth opportunities are limited.
E15550,4.7,2.2,4.1,3.3,3.7,Could use more clarity on promotion criteria.
E15551,3.4,2.2,2.8,3.5,3.0,Salary is decent but bonuses could be better.
E15552,3.0,3.2,2.5,3.6,3.0,Work is okay but growth opportunities are limited.
E15553,4.6,3.0,3.0,3.8,3.6,Work is okay but growth opportunities are limited.
E15554,3.9,3.7,3.6,4.0,3.8,Compensation is competitive and I feel valued.
E15555,5.0,2.9,3.7,4.9,4.3,Management is supportive and career growth is clear.
E15556,4.8,3.4,3.5,4.0,4.3,"Very happy with my role, learning a lot every day."
E15557,4.8,2.9,4.1,4.0,4.0,Feel recognised for my contributions regularly.
E15558,5.0,2.7,4.2,4.3,4.3,Work-life balance is great and the team is collaborative.
E15559,4.1,3.2,3.8,3.9,3.9,Compensation is competitive and I feel valued.
E15560,4.9,2.7,3.8,4.0,3.9,Excellent team culture and flexible hours.
E15561,2.9,2.1,3.7,3.4,2.9,Management communication can improve significantly.
E15562,3.9,3.0,3.3,3.0,3.0,"Job is fine, but looking to grow further."
E15563,4.2,3.5,3.6,3.1,3.6,Could use more clarity on promotion criteria.
E15564,2.4,3.5,2.6,3.0,3.1,Reasonable work-life balance most of the time.
E15565,3.1,2.3,3.0,2.9,3.0,Workload is sometimes heavy but manageable.
E15566,4.7,3.0,4.1,3.6,4.0,Compensation is competitive and I feel valued.
E15567,3.7,4.1,3.3,3.4,3.6,Work is okay but growth opportunities are limited.
E15568,4.5,3.8,3.5,5.0,4.2,Compensation is competitive and I feel valued.
E15569,4.6,3.3,3.5,4.0,3.8,Work-life balance is great and the team is collaborative.
E15570,3.2,2.4,3.1,3.6,3.2,Salary is decent but bonuses could be better.
E15571,3.5,2.0,3.4,2.8,3.1,"Job is fine, but looking to grow further."
E15572,5.0,2.8,4.2,4.3,4.2,Strong leadership and clear direction from management.
E15573,5.0,2.3,4.5,4.1,4.1,Feel recognised for my contributions regularly.
E15574,5.0,3.5,3.5,3.5,3.8,Great work environment with strong mentorship.
E15575,3.6,4.1,2.8,3.1,3.1,Workload is sometimes heavy but manageable.
E15576,5.0,2.8,4.3,5.0,4.4,Excellent team culture and flexible hours.
E15577,4.4,3.4,3.1,2.4,3.4,Salary is decent but bonuses could be better.
E15578,2.4,2.6,2.8,2.8,3.0,Salary is decent but bonuses could be better.
E15579,3.0,2.5,3.2,3.4,3.0,Some processes feel outdated but the team is good.
E15580,4.3,2.6,3.0,3.6,3.4,Workload is sometimes heavy but manageable.
E15581,5.0,2.1,3.9,3.6,3.6,Could use more clarity on promotion criteria.
E15582,4.0,2.3,3.3,3.7,3.5,Workload is sometimes heavy but manageable.
E15583,4.8,2.9,4.0,3.3,3.8,"Very happy with my role, learning a lot every day."
E15584,3.8,3.2,2.9,3.2,3.3,Work is okay but growth opportunities are limited.
E15585,4.6,2.9,3.3,3.8,3.8,Excellent team culture and flexible hours.
E15586,4.7,2.5,3.7,5.0,4.0,Management is supportive and career growth is clear.
E15587,5.0,2.6,3.9,4.2,4.2,Compensation is competitive and I feel valued.
E15588,4.0,3.0,3.1,3.2,3.3,Could use more clarity on promotion criteria.
E15589,3.8,2.8,3.4,3.6,3.6,Could use more clarity on promotion criteria.
E15590,5.0,2.6,4.3,4.1,4.2,Compensation is competitive and I feel valued.
E15591,4.3,2.1,3.9,3.8,3.8,Compensation is competitive and I feel valued.
E15592,4.1,3.2,4.3,3.2,3.7,Work is okay but growth opportunities are limited.
E15593,5.0,3.2,4.0,5.0,4.5,Great work environment with strong mentorship.
E15594,3.3,2.6,3.3,2.9,3.1,Some processes feel outdated but the team is good.
E15595,3.8,2.4,3.3,3.1,3.2,"Job is fine, but looking to grow further."
E15596,2.9,4.7,2.9,3.2,3.4,Workload is sometimes heavy but manageable.
E15597,4.1,2.2,3.0,3.3,3.3,Reasonable work-life balance most of the time.
E15598,4.8,3.6,4.0,4.3,4.1,"Very happy with my role, learning a lot every day."
E15599,3.9,3.3,3.2,3.4,3.6,Some processes feel outdated but the team is good.
E15600,3.0,3.3,3.0,4.0,3.2,Could use more clarity on promotion criteria.
E15601,2.7,2.3,3.3,3.6,3.0,Work is okay but growth opportunities are limited.
E15602,2.9,2.4,2.9,3.3,3.2,Salary is decent but bonuses could be better.
E15603,5.0,2.9,3.9,4.2,4.1,Great work environment with strong mentorship.
E15604,4.3,3.7,3.9,3.1,3.6,Management communication can improve significantly.
E15605,4.7,2.7,3.9,4.6,4.2,Compensation is competitive and I feel valued.
E15606,4.4,3.1,3.5,4.2,3.7,Work is okay but growth opportunities are limited.
E15607,5.0,2.7,4.4,4.5,4.2,Work-life balance is great and the team is collaborative.
E15608,3.8,1.6,3.6,3.1,3.2,Salary is decent but bonuses could be better.
